タマコッコ to アヌビス, maxgen = 3
		Gen:T-02 ミルカルビ(910) = ガウルフ(1060) + フブキツネ(760)
		Gen:T-02 ミルカルビ(910) = オバケナワ(1422) + ササゾー(390)
		Gen:T-02 ミルカルビ(910) = エテッパ(1250) + アヌビス(570)
		Gen:T-02 ミルカルビ(910) = エアムルグ(1030) + ブルフェルノ(790)
		Gen:T-02 ミルカルビ(910) = イバラヒメ(1320) + アズレーン(500)
		Gen:T-02 ミステリア(1110) = ンダコアラ(1380) + ラブラドン(840)
		Gen:T-02 ミステリア(1110) = ンダコアラ(1380) + ドリタス(850)
		Gen:T-02 ミステリア(1110) = ンダコアラ(1380) + シラヌイ(830)
		Gen:T-02 ミステリア(1110) = ルミカイト(870) + ペンタマ(1350)
		Gen:T-02 ミステリア(1110) = ルナティ(1180) + ゴリレイジ(1040)
		Gen:T-02 ミステリア(1110) = ルナティ(1180) + エアムルグ(1030)
		Gen:T-02 ミステリア(1110) = ルナティ(1180) + ヴィオレッタ(1050)
		Gen:T-02 ミステリア(1110) = ラベロット(990) + ネムラム(1230)
		Gen:T-02 ミステリア(1110) = ラベロット(990) + ナエモチ(1240)
		Gen:T-02 ミステリア(1110) = ラブラドン(860) + ペンタマ(1350)
		Gen:T-02 ミステリア(1110) = ラヴィ(1405) + ビリビリリュー(810)
		Gen:T-02 ミステリア(1110) = ラヴィ(1405) + アロアリュー(820)
		Gen:T-02 ミステリア(1110) = ヤミイカ(1290) + ラブマンダー(940)
		Gen:T-02 ミステリア(1110) = ヤミイカ(1290) + ベリゴート(930)
		Gen:T-02 ミステリア(1110) = ヤミイカ(1290) + ツノガミ(920)
		Gen:T-02 ミステリア(1110) = モコロン(1470) + フブキツネ(760)
		Gen:T-02 ミステリア(1110) = モコロン(1470) + ニャンバット(750)
		Gen:T-02 ミステリア(1110) = モコロン(1470) + イヌズマ(740)
		Gen:T-02 ミステリア(1110) = モグルン(1220) + ラベロット(990)
		Gen:T-02 ミステリア(1110) = モグルン(1220) + ヤミトバリ(1010)
		Gen:T-02 ミステリア(1110) = モグルン(1220) + サンドロ(1000)
		Gen:T-02 ミステリア(1110) = メリポップ(1190) + フェザーロ(1020)
		Gen:T-02 ミステリア(1110) = メリポップ(1190) + ゴリレイジ(1040)
		Gen:T-02 ミステリア(1110) = メリポップ(1190) + エアムルグ(1030)
		Gen:T-02 ミステリア(1110) = ムラクモ(980) + ネムラム(1230)
		Gen:T-02 ミステリア(1110) = ムラクモ(980) + ナエモチ(1240)
		Gen:T-02 ミステリア(1110) = ミルフィー(1455) + フブキツネ(760)
		Gen:T-02 ミステリア(1110) = ミステリア(1110) + ミステリア(1110)
		Gen:T-02 ミステリア(1110) = ミステリア(1110) + シャーマンダー(1100)
		Gen:T-02 ミステリア(1110) = マグピス(1270) + ラブマンダー(940)
		Gen:T-02 ミステリア(1110) = マグピス(1270) + ツキカゲ(950)
		Gen:T-02 ミステリア(1110) = ボルトラ(1410) + ビリビリリュー(810)
		Gen:T-02 ミステリア(1110) = ボルトラ(1410) + オコチョ(800)
		Gen:T-02 ミステリア(1110) = ボルトラ(1410) + アロアリュー(820)
		Gen:T-02 ミステリア(1110) = ポプリーナ(1280) + ラブマンダー(940)
		Gen:T-02 ミステリア(1110) = ポプリーナ(1280) + ベリゴート(930)
		Gen:T-02 ミステリア(1110) = ポプリーナ(1280) + ツキカゲ(950)
		Gen:T-02 ミステリア(1110) = ホウロック(1390) + ラブラドン(840)
		Gen:T-02 ミステリア(1110) = ホウロック(1390) + シラヌイ(830)
		Gen:T-02 ミステリア(1110) = ホウロック(1390) + アロアリュー(820)
		Gen:T-02 ミステリア(1110) = フォレーナ(1160) + ビーナイト(1070)
		Gen:T-02 ミステリア(1110) = フォレーナ(1160) + ガウルフ(1060)
		Gen:T-02 ミステリア(1110) = フォレーナ(1160) + ヴィオレッタ(1050)
		Gen:T-02 ミステリア(1110) = ヒメウサ(1310) + ミルカルビ(910)
		Gen:T-02 ミステリア(1110) = ヒメウサ(1310) + ツノガミ(920)
		Gen:T-02 ミステリア(1110) = ヒメウサ(1310) + ツノガミ(900)
		Gen:T-02 ミステリア(1110) = ヒノコジカ(1155) + ビーナイト(1070)
		Gen:T-02 ミステリア(1110) = ヒノコジカ(1155) + ガウルフ(1060)
		Gen:T-02 ミステリア(1110) = パチグリ(1370) + ラブラドン(860)
		Gen:T-02 ミステリア(1110) = パチグリ(1370) + ラブラドン(840)
		Gen:T-02 ミステリア(1110) = パチグリ(1370) + ドリタス(850)
		Gen:T-02 ミステリア(1110) = ニャオテト(1480) + ニャンバット(750)
		Gen:T-02 ミステリア(1110) = ニャオテト(1480) + イヌズマ(740)
		Gen:T-02 ミステリア(1110) = ナエモチ(1240) + ラベロット(990)
		Gen:T-02 ミステリア(1110) = ナエモチ(1240) + ムラクモ(980)
		Gen:T-02 ミステリア(1110) = ツララジカ(880) + ペンタマ(1350)
		Gen:T-02 ミステリア(1110) = ツッパニャン(1460) + フブキツネ(760)
		Gen:T-02 ミステリア(1110) = ツッパニャン(1460) + ニャンバット(750)
		Gen:T-02 ミステリア(1110) = チルテト(1440) + ブルフェルノ(790)
		Gen:T-02 ミステリア(1110) = チルテト(1440) + フラリーナ(780)
		Gen:T-02 ミステリア(1110) = チョロゾウ(1490) + イヌズマ(740)
		Gen:T-02 ミステリア(1110) = ダリザード(1140) + マスクロウ(1080)
		Gen:T-02 ミステリア(1110) = ダリザード(1140) + ビーナイト(1070)
		Gen:T-02 ミステリア(1110) = ダリザード(1140) + シャーキッド(1090)
		Gen:T-02 ミステリア(1110) = ダリザード(1120) + ミステリア(1110)
		Gen:T-02 ミステリア(1110) = ダリザード(1120) + シャーマンダー(1100)
		Gen:T-02 ミステリア(1110) = ダリザード(1120) + シャーキッド(1090)
		Gen:T-02 ミステリア(1110) = タマモ(1450) + フラリーナ(780)
		Gen:T-02 ミステリア(1110) = タマモ(1450) + フブキツネ(760)
		Gen:T-02 ミステリア(1110) = タマコッコ(1500) + ゴクエンオ(710)
		Gen:T-02 ミステリア(1110) = ソルレイス(1150) + マスクロウ(1080)
		Gen:T-02 ミステリア(1110) = ソルレイス(1150) + ビーナイト(1070)
		Gen:T-02 ミステリア(1110) = ソルレイス(1150) + ガウルフ(1060)
		Gen:T-02 ミステリア(1110) = シメナワ(1420) + ブルフェルノ(790)
		Gen:T-02 ミステリア(1110) = シメナワ(1420) + ビリビリリュー(810)
		Gen:T-02 ミステリア(1110) = シメナワ(1420) + オコチョ(800)
		Gen:T-02 ミステリア(1110) = サンドロ(1000) + ネムラム(1230)
		Gen:T-02 ミステリア(1110) = コモップ(1300) + ミルカルビ(910)
		Gen:T-02 ミステリア(1110) = コモップ(1300) + ベリゴート(930)
		Gen:T-02 ミステリア(1110) = コモップ(1300) + ツノガミ(920)
		Gen:T-02 ミステリア(1110) = コチグリ(1360) + ルミカイト(870)
		Gen:T-02 ミステリア(1110) = コチグリ(1360) + ラブラドン(860)
		Gen:T-02 ミステリア(1110) = コチグリ(1360) + ドリタス(850)
		Gen:T-02 ミステリア(1110) = ケルピス(1260) + ツキカゲ(950)
		Gen:T-02 ミステリア(1110) = クルリス(1430) + ブルフェルノ(790)
		Gen:T-02 ミステリア(1110) = クルリス(1430) + フラリーナ(780)
		Gen:T-02 ミステリア(1110) = クルリス(1430) + オコチョ(800)
		Gen:T-02 ミステリア(1110) = クルットリ(1340) + ルミカイト(870)
		Gen:T-02 ミステリア(1110) = クルットリ(1340) + メルパカ(890)
		Gen:T-02 ミステリア(1110) = クルットリ(1340) + ツララジカ(880)
		Gen:T-02 ミステリア(1110) = キツネビ(1400) + ビリビリリュー(810)
		Gen:T-02 ミステリア(1110) = キツネビ(1400) + シラヌイ(830)
		Gen:T-02 ミステリア(1110) = キツネビ(1400) + アロアリュー(820)
		Gen:T-02 ミステリア(1110) = カモノスケ(1330) + メルパカ(890)
		Gen:T-02 ミステリア(1110) = カモノスケ(1330) + トドドドン(895)
		Gen:T-02 ミステリア(1110) = カモノスケ(1330) + ツララジカ(880)
		Gen:T-02 ミステリア(1110) = カモノスケ(1330) + ツノガミ(900)
		Gen:T-02 ミステリア(1110) = カミナラシ(1210) + ヤミトバリ(1010)
		Gen:T-02 ミステリア(1110) = カミナラシ(1210) + フェザーロ(1020)
		Gen:T-02 ミステリア(1110) = カミナラシ(1210) + サンドロ(1000)
		Gen:T-02 ミステリア(1110) = オバケナワ(1422) + ブルフェルノ(790)
		Gen:T-02 ミステリア(1110) = オバケナワ(1422) + オコチョ(800)
		Gen:T-02 ミステリア(1110) = エテッパ(1250) + ムラクモ(980)
		Gen:T-02 ミステリア(1110) = イバラヒメ(1320) + メルパカ(890)
		Gen:T-02 ミステリア(1110) = イバラヒメ(1320) + ミルカルビ(910)
		Gen:T-02 ミステリア(1110) = イバラヒメ(1320) + トドドドン(895)
		Gen:T-02 ミステリア(1110) = イバラヒメ(1320) + ツノガミ(900)
		Gen:T-02 ミステリア(1110) = イノボウ(1130) + マスクロウ(1080)
		Gen:T-02 ミステリア(1110) = イノボウ(1130) + シャーマンダー(1100)
		Gen:T-02 ミステリア(1110) = イノボウ(1130) + シャーキッド(1090)
		Gen:T-02 マスクロウ(1080) = ンダコアラ(1380) + フラリーナ(780)
		Gen:T-02 マスクロウ(1080) = ルナティ(1180) + ムラクモ(980)
		Gen:T-02 マスクロウ(1080) = ラヴィ(1405) + フブキツネ(760)
		Gen:T-02 マスクロウ(1080) = ラヴィ(1405) + ニャンバット(750)
		Gen:T-02 マスクロウ(1080) = ヤミイカ(1290) + ルミカイト(870)
		Gen:T-02 マスクロウ(1080) = ヤミイカ(1290) + ラブラドン(860)
		Gen:T-02 マスクロウ(1080) = モコロン(1470) + ライコーン(680)
		Gen:T-02 マスクロウ(1080) = モグルン(1220) + ラブマンダー(940)
		Gen:T-02 マスクロウ(1080) = モグルン(1220) + ベリゴート(930)
		Gen:T-02 マスクロウ(1080) = ミルフィー(1455) + ゴクエンオ(710)
		Gen:T-02 マスクロウ(1080) = ミルフィー(1455) + クレメーオ(700)
		Gen:T-02 マスクロウ(1080) = ミルカルビ(910) + ナエモチ(1240)
		Gen:T-02 マスクロウ(1080) = ミステリア(1110) + ゴリレイジ(1040)
		Gen:T-02 マスクロウ(1080) = ミステリア(1110) + ヴィオレッタ(1050)
		Gen:T-02 マスクロウ(1080) = マスクロウ(1080) + マスクロウ(1080)
		Gen:T-02 マスクロウ(1080) = マスクロウ(1080) + ビーナイト(1070)
		Gen:T-02 マスクロウ(1080) = マグピス(1270) + メルパカ(890)
		Gen:T-02 マスクロウ(1080) = マグピス(1270) + トドドドン(895)
		Gen:T-02 マスクロウ(1080) = マグピス(1270) + ツララジカ(880)
		Gen:T-02 マスクロウ(1080) = ボルトラ(1410) + ニャンバット(750)
		Gen:T-02 マスクロウ(1080) = ボルトラ(1410) + イヌズマ(740)
		Gen:T-02 マスクロウ(1080) = ポプリーナ(1280) + ルミカイト(870)
		Gen:T-02 マスクロウ(1080) = ポプリーナ(1280) + ツララジカ(880)
		Gen:T-02 マスクロウ(1080) = ホウロック(1390) + フブキツネ(760)
		Gen:T-02 マスクロウ(1080) = ベリゴート(930) + ネムラム(1230)
		Gen:T-02 マスクロウ(1080) = フォレーナ(1160) + ラベロット(990)
		Gen:T-02 マスクロウ(1080) = フォレーナ(1160) + サンドロ(1000)
		Gen:T-02 マスクロウ(1080) = ビリビリリュー(810) + ペンタマ(1350)
		Gen:T-02 マスクロウ(1080) = ヒメウサ(1310) + ラブラドン(840)
		Gen:T-02 マスクロウ(1080) = ヒメウサ(1310) + ドリタス(850)
		Gen:T-02 マスクロウ(1080) = ヒノコジカ(1155) + ヤミトバリ(1010)
		Gen:T-02 マスクロウ(1080) = ヒノコジカ(1155) + サンドロ(1000)
		Gen:T-02 マスクロウ(1080) = パチグリ(1370) + ブルフェルノ(790)
		Gen:T-02 マスクロウ(1080) = パチグリ(1370) + フラリーナ(780)
		Gen:T-02 マスクロウ(1080) = ニャオテト(1480) + ライコーン(680)
		Gen:T-02 マスクロウ(1080) = ニャオテト(1480) + ゴクエンオ(670)
		Gen:T-02 マスクロウ(1080) = ナエモチ(1240) + ミルカルビ(910)
		Gen:T-02 マスクロウ(1080) = ナエモチ(1240) + ツノガミ(920)
		Gen:T-02 マスクロウ(1080) = ツノガミ(920) + ネムラム(1230)
		Gen:T-02 マスクロウ(1080) = ツノガミ(920) + ナエモチ(1240)
		Gen:T-02 マスクロウ(1080) = ツッパニャン(1460) + クレメーオ(700)
		Gen:T-02 マスクロウ(1080) = チルテト(1440) + ゴクエンオ(710)
		Gen:T-02 マスクロウ(1080) = チョロゾウ(1490) + ゴクエンオ(670)
		Gen:T-02 マスクロウ(1080) = チョロゾウ(1490) + カバネドリ(660)
		Gen:T-02 マスクロウ(1080) = ダリザード(1140) + ヤミトバリ(1010)
		Gen:T-02 マスクロウ(1080) = ダリザード(1140) + フェザーロ(1020)
		Gen:T-02 マスクロウ(1080) = ダリザード(1120) + ゴリレイジ(1040)
		Gen:T-02 マスクロウ(1080) = ダリザード(1120) + エアムルグ(1030)
		Gen:T-02 マスクロウ(1080) = タマモ(1450) + ゴクエンオ(710)
		Gen:T-02 マスクロウ(1080) = タマモ(1450) + クレメーオ(700)
		Gen:T-02 マスクロウ(1080) = タマコッコ(1500) + カバネドリ(660)
		Gen:T-02 マスクロウ(1080) = ソルレイス(1150) + ヤミトバリ(1010)
		Gen:T-02 マスクロウ(1080) = ソルレイス(1150) + サンドロ(1000)
		Gen:T-02 マスクロウ(1080) = シャーマンダー(1100) + ガウルフ(1060)
		Gen:T-02 マスクロウ(1080) = シャーマンダー(1100) + ヴィオレッタ(1050)
		Gen:T-02 マスクロウ(1080) = シャーキッド(1090) + ビーナイト(1070)
		Gen:T-02 マスクロウ(1080) = シャーキッド(1090) + ガウルフ(1060)
		Gen:T-02 マスクロウ(1080) = シメナワ(1420) + イヌズマ(740)
		Gen:T-02 マスクロウ(1080) = コモップ(1300) + ラブラドン(860)
		Gen:T-02 マスクロウ(1080) = コモップ(1300) + ドリタス(850)
		Gen:T-02 マスクロウ(1080) = コチグリ(1360) + ブルフェルノ(790)
		Gen:T-02 マスクロウ(1080) = コチグリ(1360) + オコチョ(800)
		Gen:T-02 マスクロウ(1080) = ケルピス(1260) + メルパカ(890)
		Gen:T-02 マスクロウ(1080) = ケルピス(1260) + トドドドン(895)
		Gen:T-02 マスクロウ(1080) = ケルピス(1260) + ツノガミ(900)
		Gen:T-02 マスクロウ(1080) = クルットリ(1340) + ビリビリリュー(810)
		Gen:T-02 マスクロウ(1080) = クルットリ(1340) + アロアリュー(820)
		Gen:T-02 マスクロウ(1080) = キツネビ(1400) + フブキツネ(760)
		Gen:T-02 マスクロウ(1080) = キツネビ(1400) + ニャンバット(750)
		Gen:T-02 マスクロウ(1080) = カモノスケ(1330) + シラヌイ(830)
		Gen:T-02 マスクロウ(1080) = カモノスケ(1330) + アロアリュー(820)
		Gen:T-02 マスクロウ(1080) = カミナラシ(1210) + ラブマンダー(940)
		Gen:T-02 マスクロウ(1080) = カミナラシ(1210) + ツキカゲ(950)
		Gen:T-02 マスクロウ(1080) = オバケナワ(1422) + イヌズマ(740)
		Gen:T-02 マスクロウ(1080) = オコチョ(800) + ペンタマ(1350)
		Gen:T-02 マスクロウ(1080) = エテッパ(1250) + ミルカルビ(910)
		Gen:T-02 マスクロウ(1080) = エテッパ(1250) + ツノガミ(900)
		Gen:T-02 マスクロウ(1080) = イバラヒメ(1320) + ラブラドン(840)
		Gen:T-02 マスクロウ(1080) = イバラヒメ(1320) + シラヌイ(830)
		Gen:T-02 マスクロウ(1080) = イノボウ(1130) + フェザーロ(1020)
		Gen:T-02 マスクロウ(1080) = イノボウ(1130) + エアムルグ(1030)
		Gen:T-02 マグピス(1270) = ンダコアラ(1380) + フォレーナ(1160)
		Gen:T-02 マグピス(1270) = ンダコアラ(1380) + ヒノコジカ(1155)
		Gen:T-02 マグピス(1270) = ラヴィ(1405) + ダリザード(1140)
		Gen:T-02 マグピス(1270) = ラヴィ(1405) + イノボウ(1130)
		Gen:T-02 マグピス(1270) = ヤミイカ(1290) + ケルピス(1260)
		Gen:T-02 マグピス(1270) = ヤミイカ(1290) + エテッパ(1250)
		Gen:T-02 マグピス(1270) = モコロン(1470) + マスクロウ(1080)
		Gen:T-02 マグピス(1270) = モコロン(1470) + ビーナイト(1070)
		Gen:T-02 マグピス(1270) = メリポップ(1190) + ペンタマ(1350)
		Gen:T-02 マグピス(1270) = ミルフィー(1455) + マスクロウ(1080)
		Gen:T-02 マグピス(1270) = ミルフィー(1455) + シャーキッド(1090)
		Gen:T-02 マグピス(1270) = マグピス(1270) + マグピス(1270)
		Gen:T-02 マグピス(1270) = ボルトラ(1410) + ダリザード(1140)
		Gen:T-02 マグピス(1270) = ボルトラ(1410) + イノボウ(1130)
		Gen:T-02 マグピス(1270) = ポプリーナ(1280) + マグピス(1270)
		Gen:T-02 マグピス(1270) = ポプリーナ(1280) + ケルピス(1260)
		Gen:T-02 マグピス(1270) = ホウロック(1390) + フォレーナ(1160)
		Gen:T-02 マグピス(1270) = ホウロック(1390) + ヒノコジカ(1155)
		Gen:T-02 マグピス(1270) = ホウロック(1390) + ソルレイス(1150)
		Gen:T-02 マグピス(1270) = ヒメウサ(1310) + ネムラム(1230)
		Gen:T-02 マグピス(1270) = ヒメウサ(1310) + ナエモチ(1240)
		Gen:T-02 マグピス(1270) = ヒメウサ(1310) + ナエモチ(1240)
		Gen:T-02 マグピス(1270) = パチグリ(1370) + ルナティ(1180)
		Gen:T-02 マグピス(1270) = ニャオテト(1480) + ビーナイト(1070)
		Gen:T-02 マグピス(1270) = ニャオテト(1480) + ガウルフ(1060)
		Gen:T-02 マグピス(1270) = ツッパニャン(1460) + マスクロウ(1080)
		Gen:T-02 マグピス(1270) = ツッパニャン(1460) + シャーキッド(1090)
		Gen:T-02 マグピス(1270) = チルテト(1440) + ミステリア(1110)
		Gen:T-02 マグピス(1270) = チルテト(1440) + シャーマンダー(1100)
		Gen:T-02 マグピス(1270) = チョロゾウ(1490) + ガウルフ(1060)
		Gen:T-02 マグピス(1270) = チョロゾウ(1490) + ヴィオレッタ(1050)
		Gen:T-02 マグピス(1270) = タマモ(1450) + シャーマンダー(1100)
		Gen:T-02 マグピス(1270) = タマモ(1450) + シャーキッド(1090)
